5.279996 	 0.000000,0.000000,0.724164 	 0.100000, 0.000000, 2.191040
5.319996 	 0.000000,0.000000,0.757764 	 0.100000, 0.000000, 2.148480
5.359996 	 0.000000,0.000000,0.791045 	 0.100000, 0.000000, 2.105600
5.399996 	 0.000000,0.000000,0.824005 	 0.100000, 0.000000, 2.062400
5.439996 	 0.000000,0.000000,0.856646 	 0.100000, 0.000000, 2.018880
5.479996 	 0.000000,0.000000,0.888966 	 0.100000, 0.000000, 1.975040
5.519996 	 0.000000,0.000000,0.920967 	 0.100000, 0.000000, 1.930880
5.559996 	 0.000000,0.000000,0.952647 	 0.100000, 0.000000, 1.886400
5.599996 	 -0.005992,0.000000,0.916177 	 0.105992, 0.000000, 1.909431
5.639996 	 -0.012083,0.000000,0.879397 	 0.112083, 0.000000, 1.932131
5.679996 	 -0.018173,0.000000,0.842298 	 0.118173, 0.000000, 1.954511
5.719996 	 -0.024264,0.000000,0.804878 	 0.124264, 0.000000, 1.976571
5.759996 	 -0.030355,0.000000,0.767139 	 0.130355, 0.000000, 1.998311
5.799996 	 -0.036446,0.000000,0.729080 	 0.136446, 0.000000, 2.019731
5.839996 	 -0.042536,0.000000,0.690700 	 0.142536, 0.000000, 2.040830
5.879996 	 -0.048627,0.000000,0.652001 	 0.148627, 0.000000, 2.061610
5.919996 	 -0.054718,0.000000,0.612981 	 0.154718, 0.000000, 2.082070
5.959996 	 -0.060809,0.000000,0.573642 	 0.160809, 0.000000, 2.102210
5.999996 	 -0.066899,0.000000,0.533982 	 0.166899, 0.000000, 2.122030
6.039996 	 -0.072990,0.000000,0.494003 	 0.172990, 0.000000, 2.141530
6.079996 	 -0.076563,0.000000,0.529825 	 0.179081, 0.000000, 2.160710
6.119996 	 -0.080136,0.000000,0.565327 	 0.185172, 0.000000, 2.179570
6.159996 	 -0.083709,0.000000,0.600509 	 0.191262, 0.000000, 2.198110
6.199996 	 -0.087282,0.000000,0.635371 	 0.197353, 0.000000, 2.216330
6.239995 	 -0.090855,0.000000,0.669913 	 0.203444, 0.000000, 2.234230
6.279995 	 -0.094428,0.000000,0.704135 	 0.209535, 0.000000, 2.251809
6.319995 	 -0.098001,0.000000,0.738037 	 0.215626, 0.000000, 2.269069
6.359995 	 -0.101574,0.000000,0.771619 	 0.221716, 0.000000, 2.286009
6.399995 	 -0.105147,0.000000,0.804882 	 0.227807, 0.000000, 2.302629
6.439995 	 -0.108720,0.000000,0.837824 	 0.233898, 0.000000, 2.318929
6.479995 	 -0.112293,0.000000,0.870446 	 0.239989, 0.000000, 2.334909
6.519995 	 -0.115866,0.000000,0.902748 	 0.246079, 0.000000, 2.350569
6.559995 	 -0.119439,0.000000,0.934730 	 0.252170, 0.000000, 2.365909
6.599995 	 -0.123012,0.000000,0.966392 	 0.258261, 0.000000, 2.380929
6.639995 	 -0.126585,0.000000,0.997734 	 0.264352, 0.000000, 2.395628
6.679995 	 -0.130158,0.000000,1.028756 	 0.270442, 0.000000, 2.410008
6.719995 	 -0.133731,0.000000,1.059458 	 0.276533, 0.000000, 2.424068
6.759995 	 -0.137304,0.000000,1.089840 	 0.282624, 0.000000, 2.437808
6.799995 	 -0.140877,0.000000,1.119902 	 0.288715, 0.000000, 2.451228
6.839995 	 -0.144450,0.000000,1.149644 	 0.294805, 0.000000, 2.464328
6.879995 	 -0.148023,0.000000,1.179066 	 0.300896, 0.000000, 2.477108
6.919995 	 -0.151596,0.000000,1.208168 	 0.306987, 0.000000, 2.489568
6.959995 	 -0.155169,0.000000,1.236950 	 0.313078, 0.000000, 2.501708
6.999995 	 -0.158742,0.000000,1.265412 	 0.319168, 0.000000, 2.513528
7.039995 	 -0.162315,0.000000,1.293554 	 0.325259, 0.000000, 2.525028
7.079995 	 -0.165888,0.000000,1.321376 	 0.331350, 0.000000, 2.536208
7.119995 	 -0.169461,0.000000,1.348879 	 0.337441, 0.000000, 2.547068
7.159995 	 -0.173034,0.000000,1.376061 	 0.343531, 0.000000, 2.557608
7.199995 	 -0.176607,0.000000,1.402923 	 0.349622, 0.000000, 2.567827
7.239995 	 -0.180180,0.000000,1.429465 	 0.355713, 0.000000, 2.577727
7.279994 	 -0.183753,0.000000,1.455687 	 0.361804, 0.000000, 2.587307
7.319994 	 -0.187326,0.000000,1.481589 	 0.367895, 0.000000, 2.596567
7.359994 	 -0.190899,0.000000,1.507171 	 0.373985, 0.000000, 2.605507
7.399994 	 -0.194472,0.000000,1.532433 	 0.380076, 0.000000, 2.614127
7.439994 	 -0.198045,0.000000,1.557375 	 0.386167, 0.000000, 2.622427
7.479994 	 -0.201618,0.000000,1.581997 	 0.392258, 0.000000, 2.630407
7.519994 	 -0.205191,0.000000,1.606299 	 0.398348, 0.000000, 2.638067
7.559994 	 -0.208764,0.000000,1.630281 	 0.404439, 0.000000, 2.645407
7.599994 	 -0.212337,0.000000,1.653943 	 0.410530, 0.000000, 2.652427
7.639994 	 -0.215910,0.000000,1.677285 	 0.416621, 0.000000, 2.659127
7.679994 	 -0.219483,0.000000,1.700307 	 0.422711, 0.000000, 2.665507
7.719994 	 -0.223056,0.000000,1.723009 	 0.428802, 0.000000, 2.671566
7.759994 	 -0.226629,0.000000,1.745391 	 0.434893, 0.000000, 2.677306
7.799994 	 -0.230202,0.000000,1.767453 	 0.440984, 0.000000, 2.682726
7.839994 	 -0.233774,0.000000,1.789195 	 0.447074, 0.000000, 2.687826
7.879994 	 -0.237347,0.000000,1.810617 	 0.453165, 0.000000, 2.692606
7.919994 	 -0.240920,0.000000,1.831719 	 0.459256, 0.000000, 2.697066
7.959994 	 -0.244493,0.000000,1.852501 	 0.465347, 0.000000, 2.701206
7.999994 	 -0.248066,0.000000,1.872963 	 0.471437, 0.000000, 2.705026
8.039994 	 -0.251639,0.000000,1.893106 	 0.477528, 0.000000, 2.708526
8.079994 	 -0.255212,0.000000,1.912928 	 0.483619, 0.000000, 2.711706
8.119994 	 -0.258785,0.000000,1.932430 	 0.489710, 0.000000, 2.714566
8.159994 	 -0.262358,0.000000,1.951612 	 0.495800, 0.000000, 2.717106
8.199994 	 -0.265931,0.000000,1.970474 	 0.501891, 0.000000, 2.719326
8.239994 	 -0.269504,0.000000,1.989016 	 0.507982, 0.000000, 2.721226
8.279994 	 -0.273077,0.000000,2.007238 	 0.514073, 0.000000, 2.722806
8.319994 	 -0.276650,0.000000,2.025140 	 0.520163, 0.000000, 2.724065
8.359994 	 -0.280223,0.000000,2.042722 	 0.526254, 0.000000, 2.725005
8.399994 	 -0.283796,0.000000,2.059984 	 0.532345, 0.000000, 2.725625
8.439994 	 -0.287369,0.000000,2.076926 	 0.538436, 0.000000, 2.725925
8.479994 	 -0.290942,0.000000,2.093548 	 0.544527, 0.000000, 2.725905
8.519994 	 -0.294515,0.000000,2.109850 	 0.550617, 0.000000, 2.725565
8.559994 	 -0.298088,0.000000,2.125832 	 0.556708, 0.000000, 2.724905
8.599994 	 -0.301661,0.000000,2.141494 	 0.562799, 0.000000, 2.723925
8.639994 	 -0.305234,0.000000,2.156836 	 0.568890, 0.000000, 2.722625
8.679994 	 -0.308807,0.000000,2.171858 	 0.574980, 0.000000, 2.721004
8.719994 	 -0.312380,0.000000,2.186560 	 0.581071, 0.000000, 2.719064
8.759994 	 -0.315953,0.000000,2.200942 	 0.587162, 0.000000, 2.716805
8.799994 	 -0.319526,0.000000,2.215004 	 0.593253, 0.000000, 2.714224
8.839993 	 -0.323099,0.000000,2.228746 	 0.599343, 0.000000, 2.711324
8.879993 	 -0.326672,0.000000,2.242168 	 0.605434, 0.000000, 2.708104
8.919993 	 -0.330245,0.000000,2.255270 	 0.611525, 0.000000, 2.704564
8.959993 	 -0.333818,0.000000,2.268052 	 0.617616, 0.000000, 2.700704
8.999993 	 -0.337391,0.000000,2.280514 	 0.623706, 0.000000, 2.696524
9.039993 	 -0.340964,0.000000,2.292656 	 0.629797, 0.000000, 2.692024
9.079993 	 -0.344537,0.000000,2.304478 	 0.635888, 0.000000, 2.687204
9.119993 	 -0.348110,0.000000,2.315980 	 0.641979, 0.000000, 2.682064
9.159993 	 -0.351683,0.000000,2.327163 	 0.648069, 0.000000, 2.676604
9.199993 	 -0.355256,0.000000,2.338025 	 0.654160, 0.000000, 2.670824
9.239993 	 -0.358829,0.000000,2.348567 	 0.660251, 0.000000, 2.664723
9.279993 	 -0.362402,0.000000,2.358789 	 0.666342, 0.000000, 2.658303
9.319993 	 -0.365974,0.000000,2.368691 	 0.672432, 0.000000, 2.651563
9.359993 	 -0.369547,0.000000,2.378273 	 0.678523, 0.000000, 2.644503
9.399993 	 -0.373120,0.000000,2.387535 	 0.684614, 0.000000, 2.637123
9.439993 	 -0.376693,0.000000,2.396477 	 0.690705, 0.000000, 2.629423
9.479993 	 -0.380266,0.000000,2.405099 	 0.696796, 0.000000, 2.621403
9.519993 	 -0.383839,0.000000,2.413401 	 0.702886, 0.000000, 2.613063
9.559993 	 -0.387412,0.000000,2.421383 	 0.708977, 0.000000, 2.604403
9.599993 	 -0.390985,0.000000,2.429045 	 0.715068, 0.000000, 2.595423
9.639993 	 -0.394558,0.000000,2.436387 	 0.721159, 0.000000, 2.586123
9.679993 	 -0.398131,0.000000,2.443409 	 0.727249, 0.000000, 2.576503
9.719993 	 -0.401704,0.000000,2.450111 	 0.733340, 0.000000, 2.566562
9.759993 	 -0.405277,0.000000,2.456493 	 0.739431, 0.000000, 2.556302
9.799993 	 -0.408850,0.000000,2.462555 	 0.745522, 0.000000, 2.545722
9.839993 	 -0.412423,0.000000,2.468297 	 0.751612, 0.000000, 2.534822
9.879992 	 -0.415996,0.000000,2.473720 	 0.757703, 0.000000, 2.523602
9.919992 	 -0.419569,0.000000,2.478822 	 0.763794, 0.000000, 2.512062
9.959992 	 -0.423142,0.000000,2.483604 	 0.769885, 0.000000, 2.500202
9.999992 	 -0.426715,0.000000,2.488066 	 0.775975, 0.000000, 2.488022
10.039992 	 -0.430288,0.000000,2.492208 	 0.782066, 0.000000, 2.475522
10.079992 	 -0.433861,0.000000,2.496030 	 0.788157, 0.000000, 2.462702
10.119992 	 -0.437434,0.000000,2.499532 	 0.794248, 0.000000, 2.449562
10.159992 	 -0.441007,0.000000,2.502714 	 0.800338, 0.000000, 2.436102
10.199992 	 -0.444580,0.000000,2.505576 	 0.806429, 0.000000, 2.422322
10.239992 	 -0.448153,0.000000,2.508118 	 0.812520, 0.000000, 2.408221
10.279992 	 -0.451726,0.000000,2.510340 	 0.818611, 0.000000, 2.393801
10.319992 	 -0.455299,0.000000,2.512242 	 0.824701, 0.000000, 2.379061
10.359992 	 -0.458872,0.000000,2.513824 	 0.830792, 0.000000, 2.364001
10.399992 	 -0.462445,0.000000,2.515086 	 0.836883, 0.000000, 2.348621
10.439992 	 -0.466018,0.000000,2.516028 	 0.842974, 0.000000, 2.332921
10.479992 	 -0.469591,0.000000,2.516650 	 0.849065, 0.000000, 2.316901
10.519992 	 -0.473164,0.000000,2.516952 	 0.855155, 0.000000, 2.300561
10.559992 	 -0.476737,0.000000,2.516934 	 0.861246, 0.000000, 2.283901
10.599992 	 -0.480310,0.000000,2.516597 	 0.867337, 0.000000, 2.266921
10.639992 	 -0.483883,0.000000,2.515939 	 0.873428, 0.000000, 2.249621
10.679992 	 -0.487455,0.000000,2.514961 	 0.879518, 0.000000, 2.232001
10.719992 	 -0.491028,0.000000,2.513663 	 0.885609, 0.000000, 2.214061
10.759992 	 -0.494601,0.000000,2.512045 	 0.891700, 0.000000, 2.195801
10.799992 	 -0.498174,0.000000,2.510107 	 0.897791, 0.000000, 2.177221
10.839992 	 -0.501747,0.000000,2.507849 	 0.903881, 0.000000, 2.158320
10.879992 	 -0.505320,0.000000,2.505271 	 0.909972, 0.000000, 2.139100
10.919991 	 -0.508893,0.000000,2.502373 	 0.916063, 0.000000, 2.119560
10.959991 	 -0.512466,0.000000,2.499155 	 0.922154, 0.000000, 2.099700
10.999991 	 -0.516039,0.000000,2.495617 	 0.928244, 0.000000, 2.079520
11.039991 	 -0.519612,0.000000,2.491759 	 0.934335, 0.000000, 2.059020
11.079991 	 -0.523185,0.000000,2.487581 	 0.940426, 0.000000, 2.038200
11.119991 	 -0.526758,0.000000,2.483083 	 0.946517, 0.000000, 2.017060
11.159991 	 -0.530331,0.000000,2.478265 	 0.952607, 0.000000, 1.995600
11.199991 	 -0.533904,0.000000,2.473127 	 0.958698, 0.000000, 1.973820
11.239991 	 -0.537477,0.000000,2.467669 	 0.964789, 0.000000, 1.951720
11.279991 	 -0.541050,0.000000,2.461891 	 0.970880, 0.000000, 1.929300
11.319991 	 -0.544623,0.000000,2.455793 	 0.976970, 0.000000, 1.906559
11.359991 	 -0.548196,0.000000,2.449375 	 0.983061, 0.000000, 1.883499
11.399991 	 -0.551769,0.000000,2.442637 	 0.989152, 0.000000, 1.860119
11.439991 	 -0.555342,0.000000,2.435580 	 0.995243, 0.000000, 1.836419
11.479991 	 -0.558915,0.000000,2.428202 	 1.001333, 0.000000, 1.812399
11.519991 	 -0.562488,0.000000,2.420504 	 1.007424, 0.000000, 1.788059
11.559991 	 -0.566061,0.000000,2.412486 	 1.013515, 0.000000, 1.763399
11.599991 	 -0.569634,0.000000,2.404148 	 1.019606, 0.000000, 1.738419
11.639991 	 -0.573207,0.000000,2.395490 	 1.025697, 0.000000, 1.713119
11.679991 	 -0.576780,0.000000,2.386512 	 1.031787, 0.000000, 1.687499
11.719991 	 -0.580353,0.000000,2.377214 	 1.037878, 0.000000, 1.661559
11.759991 	 -0.583926,0.000000,2.367596 	 1.043969, 0.000000, 1.635299
11.799991 	 -0.587499,0.000000,2.357658 	 1.050060, 0.000000, 1.608719
11.839991 	 -0.591072,0.000000,2.347400 	 1.056150, 0.000000, 1.581819
11.879991 	 -0.594645,0.000000,2.336822 	 1.062241, 0.000000, 1.554598
11.919991 	 -0.598218,0.000000,2.325924 	 1.068332, 0.000000, 1.527058
11.959991 	 -0.601791,0.000000,2.314706 	 1.074423, 0.000000, 1.499198
11.999990 	 -0.605364,0.000000,2.303168 	 1.080513, 0.000000, 1.471018
12.039990 	 -0.608937,0.000000,2.291310 	 1.086604, 0.000000, 1.442518
12.079990 	 -0.612510,0.000000,2.279132 	 1.092695, 0.000000, 1.413698
12.119990 	 -0.616083,0.000000,2.266634 	 1.098786, 0.000000, 1.384558
12.159990 	 -0.619656,0.000000,2.253817 	 1.104876, 0.000000, 1.355098
12.199990 	 -0.623229,0.000000,2.240679 	 1.110967, 0.000000, 1.325318
12.239990 	 -0.626802,0.000000,2.227221 	 1.117058, 0.000000, 1.295218
12.279990 	 -0.630375,0.000000,2.213443 	 1.123149, 0.000000, 1.264798
12.319990 	 -0.633948,0.000000,2.199345 	 1.129239, 0.000000, 1.234058
12.359990 	 -0.637521,0.000000,2.184927 	 1.135330, 0.000000, 1.202997
12.399990 	 -0.641094,0.000000,2.170189 	 1.141421, 0.000000, 1.171617
12.439990 	 -0.644667,0.000000,2.155131 	 1.147512, 0.000000, 1.139917
12.479990 	 -0.648240,0.000000,2.139753 	 1.153602, 0.000000, 1.107897
12.519990 	 -0.651813,0.000000,2.124055 	 1.159693, 0.000000, 1.075557
12.559990 	 -0.655386,0.000000,2.108037 	 1.165784, 0.000000, 1.042897
12.599990 	 -0.658959,0.000000,2.091699 	 1.171875, 0.000000, 1.009917
12.639990 	 -0.662532,0.000000,2.075041 	 1.177966, 0.000000, 0.976617
12.679990 	 -0.666105,0.000000,2.058063 	 1.184056, 0.000000, 0.942997
12.719990 	 -0.669678,0.000000,2.040765 	 1.190147, 0.000000, 0.909057
12.759990 	 -0.673251,0.000000,2.023147 	 1.196238, 0.000000, 0.874797
12.799990 	 -0.676824,0.000000,2.005209 	 1.202329, 0.000000, 0.840216
12.839990 	 -0.680397,0.000000,1.986951 	 1.208419, 0.000000, 0.805316
12.879990 	 -0.683970,0.000000,1.968374 	 1.214510, 0.000000, 0.770096
12.919990 	 -0.687543,0.000000,1.949476 	 1.220601, 0.000000, 0.734556
12.959990 	 -0.691116,0.000000,1.930258 	 1.226692, 0.000000, 0.698696
12.999990 	 -0.694689,0.000000,1.910720 	 1.232782, 0.000000, 0.662516
13.039989 	 -0.698262,0.000000,1.890862 	 1.238873, 0.000000, 0.626016
13.079989 	 -0.701835,0.000000,1.870684 	 1.244964, 0.000000, 0.589196
13.119989 	 -0.705408,0.000000,1.850186 	 1.251055, 0.000000, 0.552056
13.159989 	 -0.708981,0.000000,1.829368 	 1.257145, 0.000000, 0.514596
13.199989 	 -0.712554,0.000000,1.808230 	 1.263236, 0.000000, 0.476815
13.239989 	 -0.716127,0.000000,1.786772 	 1.268364, 0.000000, 0.510667
13.279989 	 -0.719700,0.000000,1.764994 	 1.273493, 0.000000, 0.544198
13.319989 	 -0.723273,0.000000,1.742896 	 1.278621, 0.000000, 0.577410
13.359989 	 -0.726846,0.000000,1.720478 	 1.283749, 0.000000, 0.610301
13.399989 	 -0.730419,0.000000,1.697740 	 1.288877, 0.000000, 0.642872
13.439989 	 -0.733992,0.000000,1.674682 	 1.294006, 0.000000, 0.675124
